34.2180555556,-80.2486111111
33.3333333333,-115.833333333
36.3777777778,-116.76
39.64239,-120.29382
39.75,-84.1666666667
31.4319444444,-104.893888889
35.2111111111,-81.3555555556
43.5908333333,-71.9911111111
33.3625,-85.9086111111
64.110452312301,-142.33955753959
58.922505452113,-161.75130221129
58.86222076416,-161.76916503906
61.4861111111,-142.888611111
36.9264,-109.88876
31.45,-109.95
31.4180555556,-109.906666667
32.4277777778,-112.121666667
33.0508333333,-109.295555556
31.424679,-109.89026
31.4419444444,-109.909444444
31.4397222222,-109.921666667
31.4319444444,-109.898611111
31.4330555556,-109.916666667
31.4397222222,-109.915555556
31.7338888889,-109.829166667
31.7432391754,-109.823174576
31.7427321578,-109.821999261
31.870555877686,-109.92833709717
31.7127777778,-110.066944444
31.6888888889,-110.068888889
35.0280555556,-111.0225
31.4405555556,-109.914166667
34.224723815918,-112.3430557251
33.5288888889,-114.111944444
33.064513135083,-110.81399559975
33.4694444444,-110.814722222
33.8122222222,-110.904722222
33.0583333333,-110.745833333
33.3959623,-110.787134
33.3833333333,-110.783333333
34.1883333333,-111.374444444
33.3452777778,-110.4525
33.7580555556,-110.929166667
32.8825,-110.3175
32.9769444444,-110.331111111
32.842828508265,-109.33302494952
32.701666666667,-109.87138888889
36.01722,-111.97685
33.049722222222,-109.32777777778
33.1111111111,-110.904722222
34.9,-113.883333333
33.4113888889,-110.891111111
31.5675,-110.768333333
34.75,-112.122222222
33.10044656459,-114.59983974695
33.3030555556,-111.099444444
33.0491666667,-113.033055556
33.9833333333,-112.56
33.6477777778,-112.932222222
33.821666717529,-112.83499908447
34.031072222222,-112.806125
35.0280555556,-111.0225
31.85,-110.96666666667
33.4,-110.866666667
34.86673,-113.86749
35.36422,-114.15026
33.1369444444,-114.581944444
36.94834,-110.23043
33.5961111111,-113.895
32.3722222222,-112.859722222
32.3555555556,-112.865
32.3147222222,-111.121111111
31.9822222222,-111.063055556
32.4,-111.5
31.8930555556,-111.035
33.149444444444,-110.98722222222
33.0069444444,-110.9575
32.9147222222,-110.736944444
32.7063888889,-110.683055556
33.0416666667,-110.354166667
31.6588888889,-110.946666667
31.3708333333,-110.684722222
33.0916666667,-114.592777778
32.3469444444,-111.471944444
31.7025,-110.061944444
34.6327777778,-113.209722222
34.448333740234,-112.25555419922
34.5636358,-111.8543178
34.2786111111,-112.232222222
34.047222137451,-112.72250366211
33.9325,-114.005
32.9305555556,-114.165555556
33.6675,-113.59
34.64583206176758,-93.3397216796875
35.76972198486328,-91.64083099365234
36.108333587646,-91.097221374512
34.503612518311,-93.055000305176
34.473023578839,-92.812776741833
34.438245759996,-92.863210845738
36.2261815,-92.6848876
